"id","Model","est_beta0","est_beta1","est_beta2","Design","Covar","ErrorVar","Truth"
1,"X1",0.0415236329245455,0.5112491171421,0.0947987801755051,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
1,"X2",1.12617761661939,0.839716539620742,0.253970450520859,"SRS","Dependent Covariates (Equal Covariance)",1,1
1,"X3",2.22168832453926,1.4863782583933,0.15443613704081,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
1,"X4",3.03221299386565,2.05326690481534,0.608779854243093,"SRS","Dependent Covariates (Equal Covariance)",1,2
1,"X5",3.7703451348149,2.28598183733322,1.07679289869272,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
2,"X1",-0.0432444662197896,0.541990457639286,0.231173870346701,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
2,"X2",1.08633934878205,1.11901384040734,0.251417886367168,"SRS","Dependent Covariates (Equal Covariance)",1,1
2,"X3",2.02438995545171,1.35726674953186,0.573621590077252,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
2,"X4",3.06338364736797,2.07364054605055,0.125878226257466,"SRS","Dependent Covariates (Equal Covariance)",1,2
2,"X5",4.08335662682728,2.58530109262496,0.293379660034737,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
3,"X1",0.0648195909057777,0.485987168285286,0.0359547190601645,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
3,"X2",1.05473837605379,1.05918952789697,0.0817800396178038,"SRS","Dependent Covariates (Equal Covariance)",1,1
3,"X3",2.01189919121425,1.18599497579075,0.468006991788258,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
3,"X4",3.03344256462985,1.92041131770677,0.518527009444844,"SRS","Dependent Covariates (Equal Covariance)",1,2
3,"X5",4.264373697855,2.39156510458918,0.328364315687059,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
4,"X1",-0.11756339974345,0.499796206391968,0.193539238665832,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
4,"X2",1.05779881228056,0.861140428653652,0.359979948850485,"SRS","Dependent Covariates (Equal Covariance)",1,1
4,"X3",1.92734929539362,1.307737807739,0.545949407087024,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
4,"X4",2.71612039204007,1.94773528021389,0.650735180098941,"SRS","Dependent Covariates (Equal Covariance)",1,2
4,"X5",3.77401821455241,2.70782063316452,0.622054319602913,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
5,"X1",0.00967340254578975,0.60103707936894,-0.166504602549356,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
5,"X2",1.08723009607133,1.0931639583944,-0.0259019735382325,"SRS","Dependent Covariates (Equal Covariance)",1,1
5,"X3",1.90249561832142,1.77733349528664,0.269116561413022,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
5,"X4",2.80687110552192,2.02535025882412,0.121457659891101,"SRS","Dependent Covariates (Equal Covariance)",1,2
5,"X5",3.82691455504195,2.5300243377579,0.67522285853517,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
6,"X1",0.129179384704695,0.485603115861194,-0.111410754408016,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
6,"X2",0.995483054913066,0.909000787056698,0.169347800467426,"SRS","Dependent Covariates (Equal Covariance)",1,1
6,"X3",1.92306711075983,1.57768253185765,0.051273998122245,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
6,"X4",3.1426079213543,1.71561215212025,0.320693173104684,"SRS","Dependent Covariates (Equal Covariance)",1,2
6,"X5",4.12514717129728,2.64186747022849,0.390575213472861,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
7,"X1",-0.0271383735175543,0.48053320683026,0.11976950873907,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
7,"X2",1.06991418360418,1.00428692876361,0.0426773755684241,"SRS","Dependent Covariates (Equal Covariance)",1,1
7,"X3",2.07239672850107,1.530362595103,-0.0556513752678866,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
7,"X4",2.71424461602067,2.13050083910968,0.578741154629117,"SRS","Dependent Covariates (Equal Covariance)",1,2
7,"X5",3.93261739624077,2.45180999011473,0.453034265843956,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
8,"X1",0.0382758465990468,0.536143021870961,0.0488525156752227,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
8,"X2",0.923653504162531,1.11695910034563,0.133906913466683,"SRS","Dependent Covariates (Equal Covariance)",1,1
8,"X3",1.7995590147584,1.57902831912167,1.15133063739731,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
8,"X4",2.90320178688333,1.93383672324039,0.979656206094475,"SRS","Dependent Covariates (Equal Covariance)",1,2
8,"X5",3.71205703870337,2.72097463311345,0.859130520196482,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
9,"X1",0.0464448133111836,0.504159343573344,-0.0368466048119762,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
9,"X2",1.0937953832848,1.04551616512635,0.0430816516392609,"SRS","Dependent Covariates (Equal Covariance)",1,1
9,"X3",1.97428788722977,1.98017576171703,-0.411078638799065,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
9,"X4",2.82453804819333,2.05538349708677,0.744129138903256,"SRS","Dependent Covariates (Equal Covariance)",1,2
9,"X5",4.2005566789171,2.46942314642166,0.309037944803032,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
10,"X1",0.0455869356324218,0.559587134075316,0.113166956857679,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
10,"X2",1.1403502816964,0.974433013857856,0.208805080599195,"SRS","Dependent Covariates (Equal Covariance)",1,1
10,"X3",2.29724803515961,1.49087466308916,0.378461083587231,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
10,"X4",3.38349488245897,1.93750448615982,0.4493909541396,"SRS","Dependent Covariates (Equal Covariance)",1,2
10,"X5",4.25064420245521,2.60169617863247,0.50827787280029,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
11,"X1",0.0213789264436095,0.535200803829311,0.0783470160475098,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
11,"X2",0.93794515029232,1.04615188556072,0.400486049393278,"SRS","Dependent Covariates (Equal Covariance)",1,1
11,"X3",2.02047667629822,1.64810445300055,0.708389890819631,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
11,"X4",3.09061763207729,2.4949729313419,0.234459761076179,"SRS","Dependent Covariates (Equal Covariance)",1,2
11,"X5",3.81726622459973,3.16745363147263,0.196225799758554,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
12,"X1",-0.0416944616079513,0.520810393484262,0.130370634168144,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
12,"X2",0.972710350658317,0.947867084207417,0.428970065880157,"SRS","Dependent Covariates (Equal Covariance)",1,1
12,"X3",1.99031879136831,1.4711660543088,0.778920266189157,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
12,"X4",3.04274849251175,2.04072247730433,0.347041417697344,"SRS","Dependent Covariates (Equal Covariance)",1,2
12,"X5",4.02473925305649,2.22692023185466,0.51839295160558,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
13,"X1",-0.0716799511012969,0.597567256877417,0.105069699235762,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
13,"X2",0.98583617830578,1.12682278966424,0.0158694097554862,"SRS","Dependent Covariates (Equal Covariance)",1,1
13,"X3",2.10434067231944,1.3974727773075,0.182973234252674,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
13,"X4",2.8334980352572,2.03753883069442,0.638350594279553,"SRS","Dependent Covariates (Equal Covariance)",1,2
13,"X5",3.86622309869978,2.48648426694917,0.504849432308867,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
14,"X1",0.0261348362951835,0.414951050937828,0.0928966622030562,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
14,"X2",0.971970613881894,0.964585819220633,0.234852691206329,"SRS","Dependent Covariates (Equal Covariance)",1,1
14,"X3",2.14538190404246,1.75189401416521,-0.274077638533982,"SRS","Dependent Covariates (Equal Covariance)",1,1.5
14,"X4",3.00926707661645,1.98830368180583,0.686249016824308,"SRS","Dependent Covariates (Equal Covariance)",1,2
14,"X5",3.8255615834341,2.31659974314881,1.19410404841097,"SRS","Dependent Covariates (Equal Covariance)",1,2.5
15,"X1",-0.0222735035096638,0.471221714227023,0.226438790112892,"SRS","Dependent Covariates (Equal Covariance)",1,0.5
15,"X2",1.07028001950563,1.02447098354159,0.0272500350284983,"SRS","Dependent Covariates (Equal Covariance)",1,1
