"model","design","term","estimate","std.error","statistic","p.value"
1,"ETS (PC1*)","DMDEDUC2< 9th Grade",-7.50482920847799,3.90253417027157,-1.92306559815612,0.05459215846181
1,"ETS (PC1*)","DMDEDUC29-11th Grade",-15.320105999036,3.07749285286237,-4.97811261682924,6.88215406834345e-07
1,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-7.36943595442175,1.92653315700303,-3.8252318303651,0.000134029328560751
1,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-2.72197311673057,1.70212202216367,-1.59916450247821,0.109917871444321
2,"ETS (PC1*)","(Intercept)",73.7906595005833,1.07013500741112,68.9545328295524,0
2,"ETS (PC1*)","X2",-0.00266965045104133,0.00206583572462666,-1.29228593504151,0.198120632851173
2,"ETS (PC1*)","RIAGENDRFemale",3.07382843848328,0.499698909263626,6.15136111266078,9.04433799991627e-10
2,"ETS (PC1*)","RIDAGEYR",-0.120680598560334,0.0150826938123644,-8.001262908447,1.91316751740936e-15
2,"ETS (PC1*)","RIDRETH1Mexican American",-2.78789435765164,1.03971087364131,-2.68141310082463,0.00738247581848212
2,"ETS (PC1*)","RIDRETH1Other Hispanic",0.34335662954125,0.859573038503756,0.39945020860464,0.689598482770826
2,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-1.10372446243166,0.862093742328504,-1.28028357966097,0.200580642191806
2,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",0.635261089812006,0.84322014840348,0.753375131055376,0.451299929784234
2,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.28278423464711,1.35782393541394,0.944735323328976,0.344890362627412
2,"ETS (PC1*)","DMDEDUC29-11th Grade",3.21891175297628,1.07533901008787,2.99339252345477,0.00278749133922485
2,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",2.60912518972357,0.67322607537055,3.87555575337376,0.000109283255454061
2,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.75894409003012,0.597723390187693,4.61575393454784,4.12916426439615e-06
3,"ETS (PC1*)","(Intercept)",45.7998049173454,1.46364323033017,31.2916453738619,1.51117640078484e-146
3,"ETS (PC1*)","X3",0.0295243144988436,0.0239914502196829,1.23061816724283,0.220048462896206
3,"ETS (PC1*)","RIAGENDRFemale",8.95866974565811,0.60012054741729,14.9281169995147,4.36795176984533e-48
3,"ETS (PC1*)","RIDAGEYR",0.111689988433163,0.0179340297378262,6.22782442462376,5.58860797006681e-10
3,"ETS (PC1*)","RIDRETH1Mexican American",-3.46856008054208,1.2403279195277,-2.79648633714772,0.00520880327385262
3,"ETS (PC1*)","RIDRETH1Other Hispanic",-1.93135117599756,1.0188729088099,-1.89557614035836,0.0581411945188182
3,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",2.88423143892988,1.00106717411703,2.88115674302663,0.00399834174355268
3,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.162087477112088,0.996203540757276,-0.162705180699193,0.870764461872388
3,"ETS (PC1*)","DMDEDUC2< 9th Grade",-6.33525308721208,1.61249279852868,-3.9288566702392,8.78019404958435e-05
3,"ETS (PC1*)","DMDEDUC29-11th Grade",-5.0336104831502,1.27424407047839,-3.95027185118501,8.03439080430454e-05
3,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-3.53694836574377,0.798970223223073,-4.42688383488887,9.99679545961514e-06
3,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-3.28647538430963,0.70346729810605,-4.67182396844578,3.15301143215467e-06
4,"ETS (PC1*)","(Intercept)",13.4571090779237,1.79092173953326,7.51406875067068,8.17841448930477e-14
4,"ETS (PC1*)","X4",-0.00144259626906211,0.0235262051811506,-0.0613186979350979,0.951152151656908
4,"ETS (PC1*)","RIAGENDRFemale",-2.42596472025318,0.868742817286535,-2.79250046386632,0.0052727501524082
4,"ETS (PC1*)","RIDAGEYR",-0.00664390099117873,0.0264181925559599,-0.251489611831142,0.801457454600362
4,"ETS (PC1*)","RIDRETH1Mexican American",3.51594229655418,1.81369846939756,1.93854841688323,0.0526748858866957
4,"ETS (PC1*)","RIDRETH1Other Hispanic",3.26740910393342,1.48495926716432,2.20033584501807,0.0278791426337948
4,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",0.421910125512036,1.46557255289039,0.287880749867994,0.773463162310756
4,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.882672968699499,1.47038171334723,-0.600301922070391,0.548362380459109
4,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.37163247028544,2.37635650379351,0.577199788035099,0.563859260853832
4,"ETS (PC1*)","DMDEDUC29-11th Grade",2.93758433650909,1.88320836408164,1.55988280029842,0.118921093117282
4,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",3.1409262519414,1.17603079793159,2.67078571196067,0.0076190725484792
4,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.23891880350221,1.03830759331958,2.1563155445528,0.0311593299950019
5,"ETS (PC1*)","(Intercept)",376.750782245542,26.2441918449235,14.355587113208,4.59804135607994e-39
5,"ETS (PC1*)","X5",-0.00363057736287076,0.0613224947751399,-0.059204658521861,0.952897461286085
5,"ETS (PC1*)","RIAGENDRFemale",26.4465530925773,10.2135142541755,2.58936859874311,0.00969229854879456
5,"ETS (PC1*)","RIDAGEYR",3.46044571106959,0.295970112255086,11.6918755231851,9.71514766014831e-31
5,"ETS (PC1*)","RIDRETH1Mexican American",-48.2077754653461,20.4321522484021,-2.35940760812979,0.0183857794163512
5,"ETS (PC1*)","RIDRETH1Other Hispanic",-63.0629889883824,16.7029584402477,-3.77555803745669,0.000163599702571334
5,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-104.916670418379,16.4313894278566,-6.38513686739788,2.05381135323283e-10
5,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-55.9369315123048,16.7432908388906,-3.34085646905068,0.000848735514935844
5,"ETS (PC1*)","DMDEDUC2< 9th Grade",-19.1543583204493,27.1585662374283,-0.70527870112863,0.480710198266744
5,"ETS (PC1*)","DMDEDUC29-11th Grade",-45.0106588491136,21.1626187880649,-2.12689456346954,0.0335325580986616
5,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-17.8554832565714,13.9042644795581,-1.28417316017128,0.199242438399258
5,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",6.05636555506298,12.2116289974953,0.495950667704137,0.619986113700848
1,"ETS (PC1*)","(Intercept)",44.4235772094687,3.4276922479839,12.9602000400117,8.77412805683959e-36
1,"ETS (PC1*)","X1",0.000646322350313147,0.00178906961228972,0.36126171160325,0.718327193120383
1,"ETS (PC1*)","RIAGENDRFemale",12.1312007665418,1.43270172737903,8.46735962881438,4.42186776353836e-17
1,"ETS (PC1*)","RIDAGEYR",0.722858734132591,0.043111517724016,16.767183627356,1.02445848276673e-59
1,"ETS (PC1*)","RIDRETH1Mexican American",-14.68888792296,2.96870141342101,-4.94791690958003,8.02821731054275e-07
1,"ETS (PC1*)","RIDRETH1Other Hispanic",-10.7384751393419,2.44523582516419,-4.39159079416026,1.17519698023383e-05
1,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-18.9563026911258,2.41729893896004,-7.84193563551599,6.68265402450559e-15
1,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-6.79375398909574,2.40598444394033,-2.82368990631106,0.00478707593181342
1,"ETS (PC1*)","DMDEDUC2< 9th Grade",-7.46080440301261,3.89780959296355,-1.91410181156132,0.0557277503541504
1,"ETS (PC1*)","DMDEDUC29-11th Grade",-15.3093423824673,3.07748024318389,-4.97463547211229,7.00544535166016e-07
1,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-7.34407968163116,1.92609086164155,-3.81294560287359,0.000140827267488907
1,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-2.73397437640151,1.70125074329475,-1.60703787326888,0.108179581315169
2,"ETS (PC1*)","(Intercept)",73.7207312024005,1.08985807806321,67.6425056493682,0
2,"ETS (PC1*)","X2",-0.00225704320148558,0.0023405701127682,-0.964313433369517,0.336767947326807
2,"ETS (PC1*)","RIAGENDRFemale",3.09688511460058,0.501416751269808,6.17626975317019,7.77156067523118e-10
2,"ETS (PC1*)","RIDAGEYR",-0.120784541481764,0.015061967277474,-8.01917433869375,1.65763849077677e-15
2,"ETS (PC1*)","RIDRETH1Mexican American",-2.78702012816302,1.0399096682324,-2.68005982952375,0.0074122463108752
2,"ETS (PC1*)","RIDRETH1Other Hispanic",0.372743861776662,0.862092511930396,0.432371069947023,0.665512654168555
2,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-1.07374561637539,0.871521897786193,-1.23203515494319,0.218077533282019
2,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",0.639039772488899,0.844099970179043,0.757066455473694,0.449086061820561
2,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.2887329264928,1.35850795086234,0.948638486565174,0.34290136005359
2,"ETS (PC1*)","DMDEDUC29-11th Grade",3.22690282623454,1.07511470896126,3.00144979818224,0.00271502979708235
2,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",2.59749535326447,0.673569584655995,3.85631330813588,0.000118193411989956
2,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.74788594525609,0.599016330913968,4.58733060092606,4.72917339022075e-06
3,"ETS (PC1*)","(Intercept)",45.9258339259512,1.4744617597073,31.1475245957333,2.19513849526009e-142
3,"ETS (PC1*)","X3",0.0262382187082867,0.0249174035889729,1.05300773471833,0.293870485885793
3,"ETS (PC1*)","RIAGENDRFemale",8.93256423267896,0.601639748111664,14.8470314016239,1.46922437533168e-47
3,"ETS (PC1*)","RIDAGEYR",0.111364583477582,0.0179099202920995,6.21803903430594,5.93846183857121e-10
3,"ETS (PC1*)","RIDRETH1Mexican American",-3.49459373824913,1.23801401977954,-2.82274165107714,0.00480187849070094
3,"ETS (PC1*)","RIDRETH1Other Hispanic",-1.96297226743523,1.0166636425336,-1.93079813746792,0.0536294672746492
3,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",2.86745554443756,1.00216987726265,2.86124698965188,0.00425743933157353
3,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.153167585530767,0.997177751473312,-0.153601085969342,0.877937397525731
3,"ETS (PC1*)","DMDEDUC2< 9th Grade",-6.34513021312234,1.61181261854376,-3.93664259736038,8.50181135079252e-05
3,"ETS (PC1*)","DMDEDUC29-11th Grade",-5.03881529113327,1.27401302876204,-3.95507359609146,7.87564113947564e-05
3,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-3.52338802435355,0.798395211881645,-4.41308761866155,1.06493352214997e-05
3,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-3.28459958987203,0.702536050363291,-4.67534667889785,3.09933333866678e-06
4,"ETS (PC1*)","(Intercept)",13.4658115116307,1.78959242420072,7.5245130285154,7.56869305169929e-14
4,"ETS (PC1*)","X4",-0.00207123921391973,0.024549098117279,-0.0843712955981009,0.932837311436985
4,"ETS (PC1*)","RIAGENDRFemale",-2.43127023975979,0.866669983838253,-2.80530107780165,0.00506837580986008
4,"ETS (PC1*)","RIDAGEYR",-0.00668234608568659,0.0264168296770818,-0.252957912337373,0.80032273976609
4,"ETS (PC1*)","RIDRETH1Mexican American",3.5321479356772,1.81429472699452,1.94684352168537,0.0516714813642308
4,"ETS (PC1*)","RIDRETH1Other Hispanic",3.2726364782539,1.48452115883209,2.20450645569011,0.0275843913551773
4,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",0.417427692397664,1.46574067412908,0.284789594616177,0.775830197931644
4,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.875239252648825,1.47064037593605,-0.595141590677287,0.551805613530518
4,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.35299085520499,2.3767609659927,0.569258278204634,0.569234779043711
4,"ETS (PC1*)","DMDEDUC29-11th Grade",2.94733619158816,1.88325435300093,1.56502290138963,0.117711059020253
4,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",3.14480656454923,1.17583731769049,2.67452522320526,0.00753487256187351
4,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.23908255261111,1.03825193724267,2.15658885121616,0.0311379851441651
5,"ETS (PC1*)","(Intercept)",372.480665419436,26.6512709532269,13.9760939008553,7.01384072435813e-37
5,"ETS (PC1*)","X5",0.0113315284628323,0.0638438068644347,0.177488295566296,0.859474810765487
5,"ETS (PC1*)","RIAGENDRFemale",27.2897190807326,10.212240327181,2.67225586222231,0.00760185418687607
5,"ETS (PC1*)","RIDAGEYR",3.46404357691173,0.295845662980677,11.7089550747884,8.01893707505924e-31
5,"ETS (PC1*)","RIDRETH1Mexican American",-48.6462100012997,20.445526855543,-2.3793082147018,0.0174249327521077
5,"ETS (PC1*)","RIDRETH1Other Hispanic",-63.33392787208,16.7088031720999,-3.79045268651164,0.000154153480181468
5,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-104.737560289753,16.4354713762694,-6.37265326268523,2.22544552541261e-10
5,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-56.5375573311526,16.7221360025752,-3.38100092730054,0.000734377098710009
5,"ETS (PC1*)","DMDEDUC2< 9th Grade",-17.8340774931723,27.2652492355633,-0.654095524273091,0.513118973432721
5,"ETS (PC1*)","DMDEDUC29-11th Grade",-44.5390459020238,21.1836349863712,-2.10252140063208,0.0356138596178527
5,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-16.674222406811,14.1006836875774,-1.1825116268299,0.237174192337681
5,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",7.02265078707693,12.3398258395485,0.569104530192777,0.569357844484872
1,"SRS","(Intercept)",42.8301580439292,3.8967230946326,10.9913270724635,2.82567140556544e-25
1,"SRS","X1",0.00181334452158793,0.00209614516333359,0.865085373526367,0.388652095641137
1,"SRS","RIAGENDRFemale",12.3884809383348,1.46410810113754,8.4614523536271,4.95076044658857e-17
1,"SRS","RIDAGEYR",0.729465261333115,0.043966280877018,16.5914707085088,2.15150698840985e-58
1,"SRS","RIDRETH1Mexican American",-14.624309919194,2.9694541045651,-4.92491528887791,9.02314437577525e-07
1,"SRS","RIDRETH1Other Hispanic",-10.4759317564493,2.46835764028976,-4.2440899104149,2.28284343996157e-05
1,"SRS","RIDRETH1Non-Hispanic Black",-18.7249571702188,2.42719909890399,-7.71463584453131,1.79322157664243e-14
1,"SRS","RIDRETH1Other Race (Including Multi-Racial)",-6.65130600768202,2.41214323018324,-2.7574258130504,0.00587078056631778
1,"SRS","DMDEDUC2< 9th Grade",-7.34853613169637,3.89665017805502,-1.8858598529274,0.0594366416312983
1,"SRS","DMDEDUC29-11th Grade",-15.4375433009152,3.0836423578858,-5.00626905109043,5.95947207558263e-07
1,"SRS","DMDEDUC2High School Grad/GED or Equivalent",-7.25640992730111,1.93320616757942,-3.75356237166723,0.000178579576309203
1,"SRS","DMDEDUC2Some College or AA Degree",-2.84496176863042,1.70806158719093,-1.66560842417235,0.0959254743325454
2,"SRS","(Intercept)",72.8963191602124,1.11397653549101,65.4379305467881,0
2,"SRS","X2",0.00200660096769191,0.00240794617491792,0.833324676686477,0.406286972256883
2,"SRS","RIAGENDRFemale",3.23211893935919,0.493983140839136,6.54297418707195,7.38104463393391e-11
2,"SRS","RIDAGEYR",-0.121047549577231,0.0150630934283839,-8.03603523756525,1.45000059618297e-15
2,"SRS","RIDRETH1Mexican American",-2.61122045198571,1.04846268022747,-2.49052303074745,0.0128255553875343
2,"SRS","RIDRETH1Other Hispanic",0.699058003322575,0.880440633938723,0.793986529444105,0.427294757030052
2,"SRS","RIDRETH1Non-Hispanic Black",-0.573884674619356,0.903315767594174,-0.635309041651957,0.525317000704685
2,"SRS","RIDRETH1Other Race (Including Multi-Racial)",0.773881967980412,0.847183652090514,0.913476040373038,0.36108706855277
2,"SRS","DMDEDUC2< 9th Grade",1.33337446436396,1.35864852373932,0.981397647048696,0.326496953828282
2,"SRS","DMDEDUC29-11th Grade",3.24010124019824,1.07742844079036,3.00725423381382,0.00266402503801629
2,"SRS","DMDEDUC2High School Grad/GED or Equivalent",2.58569464934217,0.673064705032276,3.84167321508588,0.000125418663720257
2,"SRS","DMDEDUC2Some College or AA Degree",2.64906746847076,0.594182214758659,4.45834190703056,8.64633264306235e-06
3,"SRS","(Intercept)",45.2912724230415,1.52523617754996,29.6945962138103,1.5031795153848e-128
3,"SRS","X3",0.0420243378494276,0.0259976188135033,1.61646872934378,0.107887676299917
3,"SRS","RIAGENDRFemale",9.09888990230207,0.615969438984305,14.7716580181406,7.05224537479582e-47
3,"SRS","RIDAGEYR",0.113045998167975,0.0179853956003333,6.28543295238275,3.89202098056615e-10
3,"SRS","RIDRETH1Mexican American",-3.56582215580362,1.23115406002828,-2.89632489675721,0.00381052102527729
3,"SRS","RIDRETH1Other Hispanic",-1.86063595096381,1.01879255894935,-1.82631482201109,0.067932361750995
3,"SRS","RIDRETH1Non-Hispanic Black",2.83740232461936,0.995186077353234,2.85112743153082,0.00439439566740691
3,"SRS","RIDRETH1Other Race (Including Multi-Racial)",-0.0300213574506803,1.00105329752297,-0.029989769300961,0.976077769753386
3,"SRS","DMDEDUC2< 9th Grade",-6.11952443923896,1.62089319011261,-3.7754026462495,0.000163733862040114
3,"SRS","DMDEDUC29-11th Grade",-5.01427221213634,1.27738770321866,-3.92541136845281,8.90720394783149e-05
3,"SRS","DMDEDUC2High School Grad/GED or Equivalent",-3.47051175732938,0.79665002280566,-4.35638192177143,1.37880530718365e-05
3,"SRS","DMDEDUC2Some College or AA Degree",-3.45256774593849,0.712189705721363,-4.84782034646436,1.33186087958698e-06
4,"SRS","(Intercept)",13.174046608469,1.78865332433006,7.36534376408761,2.47533555662946e-13
4,"SRS","X4",0.0231704659592217,0.0331374221813684,0.699223549508609,0.485706813824146
4,"SRS","RIAGENDRFemale",-2.34475123146453,0.865527597065567,-2.709042715003,0.0067969106060103
4,"SRS","RIDAGEYR",-0.00685039518672162,0.026343211461406,-0.260044041963439,0.794852409679139
4,"SRS","RIDRETH1Mexican American",3.68449084614188,1.82988127157629,2.0135136106224,0.0441757148373284
4,"SRS","RIDRETH1Other Hispanic",3.29355367849647,1.48617034035978,2.21613471151574,0.0267771203336158
4,"SRS","RIDRETH1Non-Hispanic Black",0.403630874695265,1.46654538003454,0.275225629012421,0.783166920543343
4,"SRS","RIDRETH1Other Race (Including Multi-Racial)",-0.842964106975213,1.47122401229212,-0.572967882478957,0.566720866661448
4,"SRS","DMDEDUC2< 9th Grade",1.39596611848791,2.37674092323996,0.587344672209767,0.557028228849652
4,"SRS","DMDEDUC29-11th Grade",2.91293371744294,1.88222716734714,1.54759944388036,0.121852438037499
4,"SRS","DMDEDUC2High School Grad/GED or Equivalent",3.17721648446296,1.17802674976705,2.69706650132626,0.00704503203672926
4,"SRS","DMDEDUC2Some College or AA Degree",2.27788532556019,1.0400366213547,2.1901972284333,0.0286075953417417
5,"SRS","(Intercept)",386.392555095814,24.4023011436597,15.8342671382124,1.54976700414514e-49
5,"SRS","X5",-0.0365045352099203,0.0497035321834377,-0.734445493233665,0.463778278743598
5,"SRS","RIAGENDRFemale",25.1992939575448,9.84822414277862,2.55876527505953,0.010569234777464
5,"SRS","RIDAGEYR",3.43592978422277,0.297468528322088,11.5505657139718,4.72132330582157e-30
5,"SRS","RIDRETH1Mexican American",-46.1167043725566,20.5668994103597,-2.24227791717245,0.0250376141918641
5,"SRS","RIDRETH1Other Hispanic",-62.7102523333216,16.6648823223578,-3.76301801118563,0.000171959030745434
5,"SRS","RIDRETH1Non-Hispanic Black",-104.941512144898,16.4457004998559,-6.38109104235587,2.10853774363328e-10
5,"SRS","RIDRETH1Other Race (Including Multi-Racial)",-54.1255785651775,16.7028156639584,-3.24050625080959,0.00121016152388802
5,"SRS","DMDEDUC2< 9th Grade",-20.6236278458643,26.7796396518331,-0.770123426378984,0.441304063708614
5,"SRS","DMDEDUC29-11th Grade",-47.5226172853288,21.4526713490543,-2.21523075201652,0.0268424720666194
5,"SRS","DMDEDUC2High School Grad/GED or Equivalent",-19.6610974818567,13.4673749339601,-1.45990570384122,0.144455157325579
5,"SRS","DMDEDUC2Some College or AA Degree",4.51972196078667,11.8907496224896,0.380104039213667,0.703904127315857
1,"ETS (PC1*)","(Intercept)",46.2541475897168,3.74716080579123,12.3437850647432,1.38997853694797e-31
1,"ETS (PC1*)","X1",-0.000924946037813094,0.00194114510059567,-0.476495053115432,0.634422760344713
1,"ETS (PC1*)","RIAGENDRFemale",11.8068551430031,1.49546179164132,7.89512323818363,4.90079612834996e-15
1,"ETS (PC1*)","RIDAGEYR",0.71914093799964,0.0435918801046768,16.4971305727758,6.77206427477594e-58
1,"ETS (PC1*)","RIDRETH1Mexican American",-14.7014124012679,2.96728593291827,-4.95449806106463,7.76371924062585e-07
1,"ETS (PC1*)","RIDRETH1Other Hispanic",-10.9603421835093,2.44470772678705,-4.48329346834186,7.70344974773239e-06
1,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-19.2056700804024,2.41735060113462,-7.94492535397551,2.99149283877854e-15
1,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-6.8777802089378,2.41315461844012,-2.85011998666859,0.00440823194647379
1,"ETS (PC1*)","DMDEDUC2< 9th Grade",-7.8031080755144,3.91802525600077,-1.99159208163942,0.0465319775937012
1,"ETS (PC1*)","DMDEDUC29-11th Grade",-15.3667816932567,3.07812491714625,-4.99225408548504,6.40180940536413e-07
1,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-7.38923452931607,1.92526495634981,-3.83803512599411,0.000127270088263149
1,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-2.65705960578368,1.70040235315654,-1.56260640362632,0.118279023876755
2,"ETS (PC1*)","(Intercept)",74.0869041032798,1.07322367170512,69.0321188923942,0
2,"ETS (PC1*)","X2",-0.00440974479225225,0.00212228784425395,-2.0778259670061,0.0394204151803452
2,"ETS (PC1*)","RIAGENDRFemale",3.00089792281828,0.500943024315859,5.99049747606851,2.43138395880438e-09
2,"ETS (PC1*)","RIDAGEYR",-0.119390124892184,0.0150998815697342,-7.90669280025917,4.03723137013012e-15
2,"ETS (PC1*)","RIDRETH1Mexican American",-2.99383437545593,1.04674650798543,-2.86013313884167,0.00427284837619791
2,"ETS (PC1*)","RIDRETH1Other Hispanic",0.131226274133949,0.87097183771758,0.150666495116344,0.880252777411085
2,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-1.29447139853276,0.86673092096332,-1.49351011625849,0.135453336302678
2,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",0.569317441124967,0.845849651119796,0.673071674583378,0.500968873860845
2,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.22702999836084,1.35827296316183,0.903375117991391,0.366419118203506
2,"ETS (PC1*)","DMDEDUC29-11th Grade",3.23181382887002,1.07487295256761,3.00669378753089,0.00266891525487718
2,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",2.5938843382522,0.674866961847377,3.84354915100854,0.000124515261682256
2,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.77245410558137,0.599385453137686,4.62549448116903,3.94666473153292e-06
3,"ETS (PC1*)","(Intercept)",46.3347089301371,1.49505639839557,30.9919471799603,3.83232783723475e-135
3,"ETS (PC1*)","X3",0.0151183718577161,0.026680166674687,0.566652076880006,0.571827278612614
3,"ETS (PC1*)","RIAGENDRFemale",8.83781593794424,0.594521552430361,14.8654256549925,9.46428113630444e-48
3,"ETS (PC1*)","RIDAGEYR",0.110459351643084,0.0179241656970611,6.16259375805678,8.39670885896954e-10
3,"ETS (PC1*)","RIDRETH1Mexican American",-3.57694522124503,1.23569080572276,-2.89469275378549,0.00383045362723112
3,"ETS (PC1*)","RIDRETH1Other Hispanic",-1.9880274760625,1.03471816152594,-1.92132268474989,0.0548204564481294
3,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",2.80044970879463,1.00339377053407,2.79097777067527,0.00529788996012949
3,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.1551848702453,0.997412760863318,-0.155587412087027,0.876371538831052
3,"ETS (PC1*)","DMDEDUC2< 9th Grade",-6.37242358015832,1.61597759494651,-3.94338609649426,8.26851817534732e-05
3,"ETS (PC1*)","DMDEDUC29-11th Grade",-4.98237738704303,1.27366569678548,-3.91184075979885,9.41703608092554e-05
3,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-3.48018401076924,0.79733758115513,-4.36475602432708,1.32737111817908e-05
3,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-3.31498650174359,0.708416584201063,-4.6794309671366,3.04118637453146e-06
4,"ETS (PC1*)","(Intercept)",13.8662397539842,1.79652534104541,7.71836580157301,1.7687081910205e-14
4,"ETS (PC1*)","X4",-0.0293369231721057,0.0271026203071422,-1.08243862916734,0.280512898094607
4,"ETS (PC1*)","RIAGENDRFemale",-2.66082580144984,0.889181033033491,-2.99244552301378,0.00279878655173672
4,"ETS (PC1*)","RIDAGEYR",-0.00627594097901711,0.0263374503206983,-0.238289618114056,0.81167709125799
4,"ETS (PC1*)","RIDRETH1Mexican American",3.31707885549479,1.8242424141778,1.81833227301089,0.069140864064916
4,"ETS (PC1*)","RIDRETH1Other Hispanic",3.19288076272325,1.48774874725764,2.14611557805621,0.0319653566795625
4,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",0.423973523832334,1.46586843359754,0.289230270681125,0.772430481140914
4,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.984719907549867,1.47428014482446,-0.667932693122661,0.504241898652884
4,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.30084428519928,2.37659663097807,0.5473559409465,0.584185785331959
4,"ETS (PC1*)","DMDEDUC29-11th Grade",3.06150013433998,1.88428846899825,1.62475129721915,0.104348860711381
4,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",3.06949899179919,1.17935733510755,2.60268783720184,0.0093075893909961
4,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.14453231474519,1.04407268146328,2.05400673039314,0.0400860367495054
5,"ETS (PC1*)","(Intercept)",377.163578471198,27.5105951707836,13.7097571364703,9.72563039818136e-35
5,"ETS (PC1*)","X5",-0.00462325503367768,0.0683867299246719,-0.0676045636159267,0.946241588414145
5,"ETS (PC1*)","RIAGENDRFemale",26.3273101959864,10.1871229118359,2.58437150742513,0.00983385141684216
5,"ETS (PC1*)","RIDAGEYR",3.45533825664332,0.301683978831617,11.4535026686714,1.53128662707105e-29
5,"ETS (PC1*)","RIDRETH1Mexican American",-47.9060987435085,21.3928209563791,-2.23935397959863,0.0252509503619247
5,"ETS (PC1*)","RIDRETH1Other Hispanic",-63.0047301613049,16.6622440658248,-3.78128719711478,0.000159884714134284
5,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-104.593101557011,16.4483564626422,-6.35887857820719,2.43144283679661e-10
5,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-55.7886488694691,16.6577447173636,-3.34911176849268,0.000823758987388127
5,"ETS (PC1*)","DMDEDUC2< 9th Grade",-18.8828614686833,26.7541938311213,-0.705790710341576,0.480388293954877
5,"ETS (PC1*)","DMDEDUC29-11th Grade",-45.1809144717278,21.1476011343082,-2.13645577031571,0.0327450188757986
5,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-17.8108605091265,13.3456878408952,-1.33457793419599,0.182147032926452
5,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",6.02226357471009,11.7335216406544,0.513252862963503,0.607823353433929
