"model","design","term","estimate","std.error","statistic","p.value"
5,"SRS","DMDEDUC2High School Grad/GED or Equivalent",-16.4592781425234,13.3502841098944,-1.23287849210076,0.217746705591102
5,"SRS","DMDEDUC2Some College or AA Degree",7.58206286386799,11.8915365538321,0.637601610989846,0.523798390902344
1,"ETS (PC1*)","(Intercept)",43.3086501214508,3.63449599747668,11.9159988486763,5.8242883989046e-30
1,"ETS (PC1*)","X1",0.00155910302170636,0.00194673972196604,0.800879030778596,0.424522248484579
1,"ETS (PC1*)","RIAGENDRFemale",12.2472143627795,1.42984438320037,8.5654176822844,1.9464897679616e-17
1,"ETS (PC1*)","RIDAGEYR",0.725451165388106,0.0432967942965272,16.7553089593585,1.31725377051919e-59
1,"ETS (PC1*)","RIDRETH1Mexican American",-14.6726824481176,2.9674510966936,-4.94454060741429,8.16738549427302e-07
1,"ETS (PC1*)","RIDRETH1Other Hispanic",-10.4878995137217,2.46670507536804,-4.25178494926347,2.20581985516507e-05
1,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-18.8705851470589,2.40880049472687,-7.83401746569244,7.09482296811036e-15
1,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-6.77811901948216,2.40823644153103,-2.81455711847504,0.00492487448882904
1,"ETS (PC1*)","DMDEDUC2< 9th Grade",-7.31623261927593,3.89895718348578,-1.87645882603281,0.0607156869009544
1,"ETS (PC1*)","DMDEDUC29-11th Grade",-15.2621603422355,3.07807899489277,-4.9583393953043,7.61329480856582e-07
1,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-7.20896904757248,1.9360460603294,-3.72355244809927,0.000201071563864284
1,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-2.66083593498442,1.69859299649001,-1.56649411629673,0.117366698311366
2,"ETS (PC1*)","(Intercept)",73.551341951416,1.06183464473186,69.2681693108529,0
2,"ETS (PC1*)","X2",-0.0015811124495958,0.00227163247326684,-0.696024761136647,0.487678605702268
2,"ETS (PC1*)","RIAGENDRFemale",3.16265645715088,0.493122676838759,6.41352873371305,1.7126258772071e-10
2,"ETS (PC1*)","RIDAGEYR",-0.120640572159052,0.0150753811097538,-8.00248904361012,1.89218413128818e-15
2,"ETS (PC1*)","RIDRETH1Mexican American",-2.83615354455044,1.04715671616434,-2.70843275010361,0.00680986761234944
2,"ETS (PC1*)","RIDRETH1Other Hispanic",0.454168911625398,0.853278570097469,0.532263351666641,0.594594000067972
2,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-0.974549939441784,0.860383232862495,-1.13269285385706,0.257467731701668
2,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",0.63682373680922,0.847364206011203,0.751534856312778,0.452406800622138
2,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.30656041260061,1.3580976622346,0.962051882521333,0.336121685079868
2,"ETS (PC1*)","DMDEDUC29-11th Grade",3.24372994075494,1.07519090273199,3.01688744995221,0.00258100253893623
2,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",2.58069782073781,0.672470943540838,3.83763468968542,0.000127477375091757
2,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.74604635250868,0.602701743161478,4.55622765931332,5.48369725176578e-06
3,"ETS (PC1*)","(Intercept)",46.3880200185982,1.59184133514153,29.1411078444409,6.74450410319132e-117
3,"ETS (PC1*)","X3",0.0117586125382876,0.0272484704856921,0.431532938498766,0.666685214075746
3,"ETS (PC1*)","RIAGENDRFemale",8.84703762991096,0.607727804998387,14.5575659977158,8.85125170825799e-46
3,"ETS (PC1*)","RIDAGEYR",0.110906541910073,0.01806035872196,6.14088256039007,9.62948702484704e-10
3,"ETS (PC1*)","RIDRETH1Mexican American",-3.56379379200171,1.24516551659372,-2.86210447085848,0.00424643169664416
3,"ETS (PC1*)","RIDRETH1Other Hispanic",-1.99660445851192,1.0491968856414,-1.90298359234201,0.0571815962715582
3,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",2.77229519176778,0.998949688824107,2.77521002587341,0.0055603875580105
3,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.161642036686704,0.998930326658295,-0.161815126013285,0.871465306486784
3,"ETS (PC1*)","DMDEDUC2< 9th Grade",-6.44139353331315,1.60925340422381,-4.00272170710119,6.45405720352898e-05
3,"ETS (PC1*)","DMDEDUC29-11th Grade",-4.97789027283233,1.27395085220258,-3.90744294744642,9.58893602634537e-05
3,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-3.46266987962689,0.796797040442753,-4.34573637184044,1.44667593786561e-05
3,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-3.30075310113438,0.705115203427246,-4.68115434909205,3.01427879396778e-06
4,"ETS (PC1*)","(Intercept)",14.2449965023094,1.78495503126221,7.9805912489774,2.30344880558783e-15
4,"ETS (PC1*)","X4",-0.0646753943952497,0.0268696905635845,-2.40700183138327,0.0170592276372824
4,"ETS (PC1*)","RIAGENDRFemale",-2.87115422424726,0.883842163877706,-3.24849202899595,0.00117788497515081
4,"ETS (PC1*)","RIDAGEYR",-0.00736971137885362,0.0263696798285977,-0.279476710629654,0.779903650251297
4,"ETS (PC1*)","RIDRETH1Mexican American",3.18406018007389,1.8223476036053,1.74722987742547,0.0807294263961677
4,"ETS (PC1*)","RIDRETH1Other Hispanic",2.98554914149518,1.49032418889305,2.00328838768478,0.0452614893341332
4,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",0.475904238993141,1.46773289483244,0.324244445749423,0.745781871099562
4,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.798017206009826,1.47565362429116,-0.540788971662071,0.588704745258352
4,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.23125546015663,2.38162897644725,0.516980382894623,0.605218710572683
4,"ETS (PC1*)","DMDEDUC29-11th Grade",3.15044604002728,1.8821393991082,1.67386434900625,0.0942900284521778
4,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",2.78401815424069,1.18757051969739,2.34429712430895,0.0191475504126211
4,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.19095429122622,1.04059724972747,2.10547768774138,0.0353563096998697
5,"ETS (PC1*)","(Intercept)",377.007611374769,24.593471204153,15.329581100821,4.30779014093253e-46
5,"ETS (PC1*)","X5",-0.00514595282077507,0.0550684330858185,-0.0934465088693486,0.925690047014402
5,"ETS (PC1*)","RIAGENDRFemale",26.4263007208453,9.87645995674887,2.67568550235324,0.00751251645398747
5,"ETS (PC1*)","RIDAGEYR",3.4618339740717,0.295517393572639,11.7144846610214,7.5034722093282e-31
5,"ETS (PC1*)","RIDRETH1Mexican American",-48.4393349035034,20.3286617242493,-2.3828098258786,0.0172594809519915
5,"ETS (PC1*)","RIDRETH1Other Hispanic",-63.2343709057933,16.6513073273469,-3.79756193689018,0.000149799287712398
5,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-104.864672384911,16.4301938678323,-6.38243670333184,2.08959784406639e-10
5,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-55.9926593656488,16.5953185235382,-3.37400329413568,0.000752903664895937
5,"ETS (PC1*)","DMDEDUC2< 9th Grade",-18.9016849638789,26.6674115095136,-0.70879338840726,0.478522510866666
5,"ETS (PC1*)","DMDEDUC29-11th Grade",-44.997316056464,21.1454786635034,-2.12798758413203,0.0334414534533713
5,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-17.6930966149588,13.3126367580541,-1.32904524749799,0.183963304796884
5,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",6.12002554630337,11.8005643287511,0.518621429942331,0.604074739296212
1,"ETS (PC1*)","(Intercept)",42.8013754392529,3.5475612393881,12.0650138365576,4.1759053961511e-31
1,"ETS (PC1*)","X1",0.00199251414159426,0.00180648371568948,1.10297929856167,0.271592544239269
1,"ETS (PC1*)","RIAGENDRFemale",12.3197788802746,1.43129577859999,8.60743045880081,1.3694567160242e-17
1,"ETS (PC1*)","RIDAGEYR",0.726313871355784,0.0433442554675785,16.7568657834962,1.32113272625648e-59
1,"ETS (PC1*)","RIDRETH1Mexican American",-14.6418970982571,2.96841225612322,-4.93256860399154,8.67945699473306e-07
1,"ETS (PC1*)","RIDRETH1Other Hispanic",-10.3887070692143,2.46644952443316,-4.21200878684181,2.62906110020608e-05
1,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-18.8376534135207,2.40762018012173,-7.82417989724954,7.65471928044664e-15
1,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-6.77888915232035,2.40767128655731,-2.81553764841935,0.00490992850139684
1,"ETS (PC1*)","DMDEDUC2< 9th Grade",-7.25999693117157,3.89537021284077,-1.86375017892769,0.0624807831615085
1,"ETS (PC1*)","DMDEDUC29-11th Grade",-15.2590176164101,3.07927960670046,-4.9553855334237,7.72924584025976e-07
1,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-7.15115568915279,1.93771607023047,-3.69050749953384,0.000228921425086687
1,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-2.66573611167802,1.7006994523656,-1.56743515614714,0.117147170138703
2,"ETS (PC1*)","(Intercept)",73.596961808109,1.05690690783598,69.6342897018231,0
2,"ETS (PC1*)","X2",-0.00182158821916844,0.00205154986026197,-0.887908334304798,0.375929252584597
2,"ETS (PC1*)","RIAGENDRFemale",3.15475173917746,0.4941563536016,6.38411651734198,2.07161051217138e-10
2,"ETS (PC1*)","RIDAGEYR",-0.120666060130927,0.0150739898528322,-8.00491849264818,1.85624550624804e-15
2,"ETS (PC1*)","RIDRETH1Mexican American",-2.84947557897964,1.04589923716123,-2.72442648176479,0.00648943551148591
2,"ETS (PC1*)","RIDRETH1Other Hispanic",0.443408977234117,0.853064850952222,0.519783433509384,0.603263449747471
2,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-0.990932376940845,0.853985896863066,-1.16036152421348,0.246023276470299
2,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",0.619020342362763,0.846479120513837,0.731288377186433,0.464676250783246
2,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.30188860059787,1.35773963235762,0.958864696567215,0.337724654754549
2,"ETS (PC1*)","DMDEDUC29-11th Grade",3.24136741999813,1.0751899130269,3.0146929214328,0.00259967566677316
2,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",2.57698080077341,0.672715382636181,3.83071484210001,0.000131095441035857
2,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.74977861251204,0.599824308903839,4.58430672397585,4.79722036057654e-06
3,"ETS (PC1*)","(Intercept)",46.4126857464839,1.60037159973121,29.0011930693341,2.62667228715287e-114
3,"ETS (PC1*)","X3",0.0113063304041144,0.0277060475934426,0.408081678412707,0.683801900561108
3,"ETS (PC1*)","RIAGENDRFemale",8.8489154796244,0.610873459758388,14.4856767604936,2.64903181669974e-45
3,"ETS (PC1*)","RIDAGEYR",0.11067245050386,0.0180660525431521,6.12598962831037,1.05629087872837e-09
3,"ETS (PC1*)","RIDRETH1Mexican American",-3.57460235650638,1.24243235590321,-2.87710018136781,0.00405022159254317
3,"ETS (PC1*)","RIDRETH1Other Hispanic",-2.00825994590687,1.04476069808411,-1.92222003525749,0.0547125998459281
3,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",2.77199288663475,1.00009695734082,2.7717241476319,0.0056201485427839
3,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.166474294492093,0.998122290378274,-0.166787472934806,0.867551547505083
3,"ETS (PC1*)","DMDEDUC2< 9th Grade",-6.44132086336048,1.60933429225425,-4.00247536783542,6.4607495211704e-05
3,"ETS (PC1*)","DMDEDUC29-11th Grade",-4.97293651059484,1.2742983807385,-3.90248986090123,9.78621313240741e-05
3,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-3.46636442518911,0.796571815221646,-4.35160315611292,1.40877513507667e-05
3,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",-3.30201395055323,0.706384794858514,-4.67452580319854,3.11293747502932e-06
4,"ETS (PC1*)","(Intercept)",14.2921507181931,1.7849160573304,8.00718367650805,1.86687106069994e-15
4,"ETS (PC1*)","X4",-0.067083816513448,0.0250102449354535,-2.68225347998702,0.00783897248651079
4,"ETS (PC1*)","RIAGENDRFemale",-2.88952176571361,0.882383176667154,-3.27467912140802,0.00107429912795951
4,"ETS (PC1*)","RIDAGEYR",-0.00762884050290303,0.0264438095447981,-0.288492491597291,0.772995521051623
4,"ETS (PC1*)","RIDRETH1Mexican American",3.22390243598316,1.81926378348267,1.77209180177904,0.0765096399118426
4,"ETS (PC1*)","RIDRETH1Other Hispanic",2.9908938643408,1.4902524688374,2.0069712527798,0.0448676967024243
4,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",0.506332005899315,1.46734416036439,0.345066971727735,0.730074931769169
4,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-0.798049096211427,1.47359902614658,-0.541564619717687,0.588170052767352
4,"ETS (PC1*)","DMDEDUC2< 9th Grade",1.24093770371947,2.37727898154468,0.521999190399245,0.601720048820904
4,"ETS (PC1*)","DMDEDUC29-11th Grade",3.18887881275868,1.88414874762173,1.69247720849208,0.090687694613039
4,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",2.7359406917105,1.19034280671054,2.29844770454919,0.0216262572152919
4,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",2.17534937026731,1.04217527696362,2.08731623015007,0.0369684075415277
5,"ETS (PC1*)","(Intercept)",379.610785919621,24.9273021914194,15.228715205703,4.66389100934704e-45
5,"ETS (PC1*)","X5",-0.0144075129595805,0.0561847880006348,-0.256430850276016,0.79803108686781
5,"ETS (PC1*)","RIAGENDRFemale",26.0750579521224,9.89917142487945,2.63406469420141,0.00849666769868082
5,"ETS (PC1*)","RIDAGEYR",3.45625248592866,0.295749227229582,11.68642947373,1.02843826683983e-30
5,"ETS (PC1*)","RIDRETH1Mexican American",-48.5357672835015,20.3328527646551,-2.38706136543083,0.017061685173267
5,"ETS (PC1*)","RIDRETH1Other Hispanic",-63.2622453820559,16.6450343028227,-3.80066776860458,0.000147942503815087
5,"ETS (PC1*)","RIDRETH1Non-Hispanic Black",-104.889312326338,16.4307500237738,-6.38372029119625,2.07252641639894e-10
5,"ETS (PC1*)","RIDRETH1Other Race (Including Multi-Racial)",-55.5763220751636,16.6038975100773,-3.34718532449583,0.000829310589447254
5,"ETS (PC1*)","DMDEDUC2< 9th Grade",-19.0226566126016,26.6592511242369,-0.713548048441144,0.475577015554992
5,"ETS (PC1*)","DMDEDUC29-11th Grade",-45.3489003499157,21.1678389133948,-2.14234908605712,0.0322676911853296
5,"ETS (PC1*)","DMDEDUC2High School Grad/GED or Equivalent",-17.9632028449418,13.3523549730033,-1.34532094759772,0.178654195872139
5,"ETS (PC1*)","DMDEDUC2Some College or AA Degree",5.82932073597487,11.799974429645,0.494011302374512,0.62134550896805
1,"SRS","(Intercept)",43.3753699500042,3.75384332831739,11.5549228234431,6.4280212554386e-28
1,"SRS","X1",0.00153003868422101,0.00215315563130757,0.710602922507674,0.478656693122333
1,"SRS","RIAGENDRFemale",12.3434352322558,1.47008882885861,8.39638734064751,8.53213713601259e-17
1,"SRS","RIDAGEYR",0.723003815376629,0.0431300041343202,16.7633606786814,1.09963711925803e-59
1,"SRS","RIDRETH1Mexican American",-14.5113609187206,2.98866491602148,-4.85546601123762,1.28063283820511e-06
1,"SRS","RIDRETH1Other Hispanic",-10.3384324615554,2.52267455495748,-4.09820301284549,4.32491523050358e-05
1,"SRS","RIDRETH1Non-Hispanic Black",-18.9037716264196,2.41215264367621,-7.83688862973844,6.94951113265793e-15
1,"SRS","RIDRETH1Other Race (Including Multi-Racial)",-6.57821336277798,2.42607996243481,-2.71145776917266,0.00674801639278695
1,"SRS","DMDEDUC2< 9th Grade",-7.29627661213449,3.90930610939339,-1.86638661899686,0.0621121330603558
1,"SRS","DMDEDUC29-11th Grade",-15.1450701962969,3.09141651762809,-4.89907138359895,1.02850335160238e-06
1,"SRS","DMDEDUC2High School Grad/GED or Equivalent",-7.1639649438088,1.94880373280402,-3.67608334447358,0.000242268273575175
1,"SRS","DMDEDUC2Some College or AA Degree",-2.79002579075772,1.70605121468818,-1.63537047817622,0.10210566720944
2,"SRS","(Intercept)",73.428951242363,1.12213216811683,65.436989802718,0
2,"SRS","X2",-0.000532285730645186,0.0023674470816777,-0.224835323570562,0.822486835000283
2,"SRS","RIAGENDRFemale",3.16396975501379,0.500311664967761,6.32399757302813,3.06123201558612e-10
2,"SRS","RIDAGEYR",-0.121271425150239,0.0150633772582421,-8.05074606253283,1.28938590221722e-15
2,"SRS","RIDRETH1Mexican American",-2.76453910802617,1.05435844238335,-2.62201069095344,0.00879964635438775
2,"SRS","RIDRETH1Other Hispanic",0.482916312695649,0.870626908635445,0.554676530102355,0.579172352180391
2,"SRS","RIDRETH1Non-Hispanic Black",-0.902743802593837,0.875704247265829,-1.03087749706871,0.302722275581118
2,"SRS","RIDRETH1Other Race (Including Multi-Racial)",0.673704231270093,0.847127605357933,0.795280695622516,0.426531052899825
2,"SRS","DMDEDUC2< 9th Grade",1.29778581237904,1.35813450252822,0.955565012127419,0.339389436480386
2,"SRS","DMDEDUC29-11th Grade",3.24873020723951,1.07705539818011,3.01630743667303,0.00258597137937838
2,"SRS","DMDEDUC2High School Grad/GED or Equivalent",2.58697190470638,0.672536862773616,3.84658752241093,0.000122937181162625
2,"SRS","DMDEDUC2Some College or AA Degree",2.67745843863491,0.594562167251126,4.5032438761009,7.01780748429814e-06
3,"SRS","(Intercept)",46.4236297755944,1.61740424150397,28.7025522651199,1.02420258794641e-107
3,"SRS","X3",0.0114285968391764,0.0288555050110392,0.396062963888664,0.692717384834719
3,"SRS","RIAGENDRFemale",8.85596418485092,0.620081627679109,14.2819328771241,6.37690136062973e-44
3,"SRS","RIDAGEYR",0.110642437698901,0.0181004958783116,6.1126743953725,1.14838390704935e-09
3,"SRS","RIDRETH1Mexican American",-3.63357124435875,1.23054874900188,-2.95280560587787,0.00318007091898828
3,"SRS","RIDRETH1Other Hispanic",-2.07777427381806,1.01262588258662,-2.05186763398804,0.0402935997265162
3,"SRS","RIDRETH1Non-Hispanic Black",2.76838737452614,1.00477818090061,2.75522242336588,0.00591125991348646
3,"SRS","RIDRETH1Other Race (Including Multi-Racial)",-0.172534800700942,0.996465047498087,-0.173146866650407,0.862550787802581
3,"SRS","DMDEDUC2< 9th Grade",-6.40559360773599,1.61209843489741,-3.97345067092235,7.29601663269799e-05
3,"SRS","DMDEDUC29-11th Grade",-4.99650140448786,1.27472158821145,-3.91968054098654,9.11815890214788e-05
3,"SRS","DMDEDUC2High School Grad/GED or Equivalent",-3.49213772883508,0.797447318113467,-4.37914536736606,1.2433593652256e-05
3,"SRS","DMDEDUC2Some College or AA Degree",-3.29324681096969,0.703761695540576,-4.67949141284262,3.03828809251911e-06
4,"SRS","(Intercept)",13.766617633946,1.76927648068311,7.78093067095468,1.07838853437085e-14
4,"SRS","X4",-0.0393714850360379,0.0303281706141502,-1.29818199511409,0.196476072435081
4,"SRS","RIAGENDRFemale",-2.65412064715182,0.881396007755721,-3.011269195455,0.00263143799008778
4,"SRS","RIDAGEYR",-0.0039257463569508,0.0264351349922693,-0.148504872704408,0.881957105406604
4,"SRS","RIDRETH1Mexican American",3.51781660194971,1.81478909568642,1.93841621062813,0.0526916082100638
4,"SRS","RIDRETH1Other Hispanic",3.28804785178615,1.48721920080425,2.21086968888517,0.0271405647504509
4,"SRS","RIDRETH1Non-Hispanic Black",0.554024594410285,1.47121476902024,0.376576286533094,0.706522562894106
4,"SRS","RIDRETH1Other Race (Including Multi-Racial)",-0.914518847322484,1.47416927765677,-0.620362166803621,0.535079543510491
4,"SRS","DMDEDUC2< 9th Grade",1.28153619431382,2.38181186838685,0.538050973430484,0.59059276714106
4,"SRS","DMDEDUC29-11th Grade",2.82554384254372,1.8861008802075,1.4980873357277,0.134244744804907
4,"SRS","DMDEDUC2High School Grad/GED or Equivalent",2.96904153834073,1.18554906003953,2.50435991087684,0.0123354409077854
4,"SRS","DMDEDUC2Some College or AA Degree",2.16246626791098,1.03986957842383,2.07955527575748,0.0376743119192307
5,"SRS","(Intercept)",373.846847496256,23.2746293483122,16.0624189499012,3.7552037302879e-52
5,"SRS","X5",0.00728645054910064,0.0486447904865796,0.149788918324376,0.881115163266685
5,"SRS","RIAGENDRFemale",26.8744626210076,9.839667530631,2.73123685707338,0.00635856813835415
5,"SRS","RIDAGEYR",3.46195863284576,0.295094785957393,11.7316835050607,6.16500042065547e-31
5,"SRS","RIDRETH1Mexican American",-48.5542206871478,20.4466609534506,-2.37467725403612,0.0176442989278835
5,"SRS","RIDRETH1Other Hispanic",-63.0134628077668,16.6708217077704,-3.77986543869014,0.000160792333495357
5,"SRS","RIDRETH1Non-Hispanic Black",-104.910683825433,16.4314898185484,-6.38473351984226,2.05887350008221e-10
5,"SRS","RIDRETH1Other Race (Including Multi-Racial)",-56.3158917193896,16.517105990247,-3.40954957561227,0.000661617176093034
5,"SRS","DMDEDUC2< 9th Grade",-18.1347614820404,27.0896672835482,-0.669434633220977,0.50328579464641
